"LookupID","UserID","CampaignID","TimeOpened","TimeClickedLink","TimeSubmitted","TimeOpenedAttachement","TimeReportedSpam","Browser","OnMobile"
4802,1001653,100009,2018-01-08 15:20:32,,,,,,1
4803,1000526,100009,2018-01-08 12:01:40,,,,,,1
4804,1000789,100009,2018-01-08 12:28:35,,,,,,0
4805,1001307,100009,2018-01-08 13:09:39,,,,,,1
4806,1001066,100009,2018-01-08 16:04:39,,,,,,0
4807,1001897,100009,2018-01-08 12:57:33,,,,2018-01-08 16:15:55,,0
4808,1000466,100009,2018-01-08 14:33:46,,,,,,1
4809,1001285,100009,2018-01-08 13:10:46,,,,,,1
4810,1001290,100009,2018-01-08 14:19:56,,,,,,1
4811,1001650,100009,2018-01-08 12:44:26,,,,,,0
4812,1001857,100009,2018-01-08 16:00:55,,,,,,1
4813,1000693,100009,2018-01-08 14:43:10,,,,,,0
4814,1000665,100009,2018-01-08 12:18:42,,,,,,0
4815,1000985,100009,2018-01-08 15:30:52,,,,,,1
4816,1001226,100009,2018-01-08 14:55:01,,,,,,1
4817,1000571,100009,2018-01-08 14:34:45,,,2018-01-08 14:36:05,,"Chrome",1
4818,1000081,100009,2018-01-08 15:39:36,,,,,,0
4819,1001021,100009,2018-01-08 13:57:27,,,,,,0
4820,1000420,100009,2018-01-08 12:40:17,,,,,,0
4821,1000818,100009,2018-01-08 15:56:19,,,2018-01-08 15:57:28,,"Other",1
4822,1001567,100009,2018-01-08 13:53:42,,,,,,0
4823,1001274,100009,,,,,,"Chrome",0
4824,1001552,100009,,,,,,,1
4825,1000069,100009,2018-01-08 12:37:57,,,,,,0
4826,1000868,100009,2018-01-08 15:22:26,,,,,,0
4827,1000662,100009,2018-01-08 18:25:07,,,,,,1
4828,1000357,100009,2018-01-08 12:28:17,,,,,,1
4829,1001228,100009,2018-01-08 15:55:47,,,,,,1
4830,1000751,100009,2018-01-08 15:14:29,,,,,,1
4831,1001214,100009,2018-01-08 12:45:12,,,,,,0
4832,1001568,100009,,,,,,,0
4833,1001774,100009,2018-01-08 13:34:20,,,,,,1
4834,1000143,100009,2018-01-08 14:41:10,,,,,,0
4835,1000724,100009,2018-01-08 13:21:31,,,,,,1
4836,1000326,100009,2018-01-08 13:06:53,,,,,,0
4837,1001052,100009,2018-01-08 12:29:33,,,,,,1
4838,1001579,100009,2018-01-08 14:05:27,,,,,,0
4839,1000028,100009,2018-01-08 13:07:33,,,,,,1
4840,1000954,100009,2018-01-08 14:51:37,,,,,,1
4841,1001220,100009,2018-01-08 13:53:31,,,2018-01-08 13:55:30,,"IE",1
4842,1000316,100009,2018-01-08 17:20:27,,,2018-01-08 17:22:13,,"IE",1
4843,1001043,100009,2018-01-08 15:34:38,,,,,,1
4844,1000582,100009,2018-01-08 14:20:54,,,2018-01-08 14:22:53,,"Chrome",1
4845,1000873,100009,2018-01-08 13:24:57,,,,2018-01-08 14:58:00,,0
4846,1000191,100009,2018-01-08 13:43:15,,,,,,1
4847,1001341,100009,2018-01-08 15:56:44,,,,,,1
4848,1001276,100009,2018-01-08 16:10:00,,,2018-01-08 16:11:09,,"IE",1
4849,1001087,100009,2018-01-08 14:02:24,,,,,,1
4850,1001767,100009,2018-01-08 13:58:30,,,,2018-01-08 16:19:36,,1
4851,1000437,100009,2018-01-08 13:41:55,,,,,,0
4852,1001101,100009,2018-01-08 13:53:05,,,,,,1
4853,1000290,100009,2018-01-08 13:42:35,,,,,,0
4854,1001014,100009,2018-01-08 15:49:49,,,,,,0
4855,1000227,100009,2018-01-08 16:50:09,,,,,,0
4856,1001447,100009,2018-01-08 13:33:13,,,,2018-01-08 17:41:40,,0
4857,1000356,100009,2018-01-08 14:44:00,,,,,,0
4858,1000376,100009,2018-01-08 13:39:16,,,,2018-01-08 17:20:05,,0
4859,1001560,100009,2018-01-08 13:39:43,,,,,,1
4860,1000594,100009,2018-01-08 15:20:43,,,,,,0
4861,1001911,100009,2018-01-08 13:25:24,,,,,,1
4862,1000044,100009,2018-01-08 15:34:00,,,2018-01-08 15:35:25,,"Chrome",0
4863,1000608,100009,2018-01-08 15:02:00,,,,,,1
4864,1000848,100009,,,,,,,0
4865,1000699,100009,2018-01-08 15:37:28,,,,,,1
4866,1001277,100009,2018-01-08 15:53:15,,,,,,0
4867,1001689,100009,2018-01-08 16:18:00,,,,,,0
4868,1000082,100009,2018-01-08 13:57:27,,,,2018-01-08 15:52:28,,1
4869,1000904,100009,2018-01-08 14:01:25,,,,,,1
4870,1001082,100009,2018-01-08 14:47:26,,,,2018-01-08 17:17:01,,0
4871,1001510,100009,2018-01-08 14:10:49,,,,,,1
4872,1000403,100009,2018-01-08 14:33:55,,,,,,1
4873,1000177,100009,2018-01-08 12:17:02,,,,,,0
4874,1001803,100009,2018-01-08 14:20:33,,,,,,1
4875,1001186,100009,2018-01-08 17:46:28,,,,,,0
4876,1001064,100009,2018-01-08 14:02:30,,,,,,1
4877,1000268,100009,2018-01-08 13:43:35,,,,,,0
4878,1001842,100009,2018-01-08 16:19:35,,,,,,1
4879,1000811,100009,2018-01-08 13:20:55,,,2018-01-08 13:22:36,,"Other",0
4880,1000257,100009,2018-01-08 12:35:06,,,,,,0
4881,1001037,100009,2018-01-08 15:23:00,,,,,,0
4882,1000070,100009,2018-01-08 15:00:31,,,,,,1
4883,1001120,100009,2018-01-08 15:18:27,,,,,,0
4884,1001257,100009,,,,,,,0
4885,1001138,100009,2018-01-08 16:06:50,,,,2018-01-08 17:44:30,,0
4886,1001067,100009,2018-01-08 13:11:44,,,,,,0
4887,1000021,100009,2018-01-08 16:55:17,,,,2018-01-08 18:41:38,,1
4888,1001896,100009,2018-01-08 17:44:53,,,,,,1
4889,1000416,100009,2018-01-08 14:41:32,,,,,,0
4890,1001428,100009,2018-01-08 14:18:58,,,,2018-01-08 18:19:09,,0
4891,1000678,100009,2018-01-08 15:08:21,,,,2018-01-08 19:18:37,,0
4892,1000280,100009,2018-01-08 15:05:16,,,,,,1
4893,1001661,100009,2018-01-08 17:25:53,,,2018-01-08 17:27:10,,"Other",0
4894,1000265,100009,2018-01-08 14:47:00,,,2018-01-08 14:48:38,,"Firefox",1
4895,1001301,100009,2018-01-08 14:07:39,,,,,,0
4896,1001870,100009,2018-01-08 15:49:35,,,,,,0
4897,1000309,100009,,,,,,,1
4898,1001828,100009,2018-01-08 14:50:06,,,,2018-01-08 16:47:09,,0
4899,1000770,100009,2018-01-08 15:51:09,,,,,,1
4900,1000324,100009,,,,,,,0
4901,1001608,100009,2018-01-08 14:50:56,,,,,,1
4902,1001836,100009,2018-01-08 14:04:02,,,,,,1
4903,1001980,100009,2018-01-08 14:15:16,,,,,,1
4904,1000342,100009,2018-01-08 16:10:33,,,,2018-01-08 17:51:19,,0
4905,1000613,100009,2018-01-08 15:35:49,,,,,,1
4906,1001847,100009,2018-01-08 14:09:56,,,,,,1
4907,1000261,100009,2018-01-08 14:24:42,,,,2018-01-08 17:27:03,,1
4908,1001887,100009,2018-01-08 14:04:25,,,,,,1
4909,1000006,100009,2018-01-08 16:17:30,,,,,,1
4910,1000291,100009,2018-01-08 13:54:51,,,,,,1
4911,1001979,100009,2018-01-08 12:03:12,,,,2018-01-08 14:10:36,,0
4912,1000685,100009,2018-01-08 14:26:04,,,,,,0
4913,1001944,100009,2018-01-08 14:59:07,,,,2018-01-08 16:22:06,,0
4914,1001193,100009,2018-01-08 14:01:36,,,,2018-01-08 18:17:50,,1
4915,1000980,100009,2018-01-08 16:05:47,,,,,,0
4916,1000679,100009,2018-01-08 17:15:23,,,,2018-01-08 19:08:25,,0
4917,1000576,100009,2018-01-08 15:03:45,,,2018-01-08 15:05:42,,"Other",1
4918,1000776,100009,2018-01-08 16:26:32,,,,,,0
4919,1000981,100009,2018-01-08 12:12:54,,,,,,1
4920,1000433,100009,2018-01-08 15:43:37,,,,,,1
4921,1001682,100009,2018-01-08 13:12:59,,,2018-01-08 13:14:37,,"Firefox",1
4922,1000314,100009,2018-01-08 13:42:30,,,,,,0
4923,1000910,100009,2018-01-08 16:16:02,,,2018-01-08 16:16:58,,"IE",0
4924,1001611,100009,2018-01-08 15:15:50,,,,,,1
4925,1000020,100009,2018-01-08 14:26:02,,,,,,0
4926,1001123,100009,2018-01-08 15:33:52,,,,,,1
4927,1001200,100009,2018-01-08 14:01:44,,,,,,1
4928,1000300,100009,2018-01-08 17:01:10,,,,,,1
4929,1000984,100009,2018-01-08 17:16:52,,,,,,0
4930,1001556,100009,2018-01-08 13:51:06,,,,2018-01-08 16:49:05,,0
4931,1001244,100009,2018-01-08 15:04:38,,,,2018-01-08 16:58:23,,0
4932,1001819,100009,2018-01-08 13:19:13,,,2018-01-08 13:21:17,,"Chrome",0
4933,1000730,100009,2018-01-08 15:02:36,,,,,,1
4934,1000085,100009,2018-01-08 13:01:56,,,,,,0
4935,1001133,100009,2018-01-08 13:38:53,,,,2018-01-08 16:47:35,,0
4936,1001514,100009,,,,,,,1
4937,1001189,100009,2018-01-08 15:39:46,,,2018-01-08 15:41:46,,"Chrome",1
4938,1001926,100009,2018-01-08 12:01:40,,,,,,0
4939,1000063,100009,2018-01-08 15:17:53,,,,,,1
4940,1001955,100009,2018-01-08 17:12:01,,,,,,1
4941,1001652,100009,2018-01-08 12:39:54,,,,,,1
4942,1000856,100009,2018-01-08 15:04:21,,,,2018-01-08 16:19:44,,1
4943,1000832,100009,2018-01-08 15:04:03,,,,,,0
4944,1001427,100009,2018-01-08 14:54:57,,,,,,1
4945,1000512,100009,2018-01-08 14:40:51,,,,2018-01-08 18:31:40,,1
4946,1001106,100009,2018-01-08 13:59:16,,,,2018-01-08 17:08:19,,1
4947,1000894,100009,2018-01-08 16:58:38,,,,2018-01-08 20:20:48,,0
4948,1001422,100009,2018-01-08 15:15:44,,,,,,0
4949,1001199,100009,2018-01-08 14:33:13,,,2018-01-08 14:34:13,,"Other",1
4950,1000891,100009,2018-01-08 18:24:06,,,,,,0
4951,1000598,100009,2018-01-08 15:01:09,,,,2018-01-08 20:11:50,,1
4952,1000993,100009,2018-01-08 14:28:05,,,,,,1
4953,1001592,100009,2018-01-08 14:36:40,,,,,,0
4954,1000458,100009,2018-01-08 12:58:35,,,2018-01-08 13:00:25,,"Firefox",1
4955,1001638,100009,2018-01-08 14:24:54,,,,,,1
4956,1000083,100009,2018-01-08 15:58:15,,,,,,1
4957,1000995,100009,2018-01-08 18:13:38,,,,,,1
4958,1001964,100009,2018-01-08 14:53:09,,,,,,1
4959,1001821,100009,,,,,,,1
4960,1000644,100009,2018-01-08 16:15:52,,,,2018-01-08 18:38:55,,0
4961,1000229,100009,2018-01-08 15:31:13,,,,2018-01-08 17:20:52,,0
4962,1001555,100009,2018-01-08 12:01:40,,,,2018-01-08 15:09:12,,1
4963,1000842,100009,2018-01-08 14:19:45,,,,,,0
4964,1000568,100009,2018-01-08 13:38:20,,,,,,0
4965,1000369,100009,2018-01-08 14:55:55,,,2018-01-08 14:57:51,,"IE",0
4966,1000634,100009,2018-01-08 16:26:00,,,,2018-01-08 16:55:54,,0
4967,1001384,100009,2018-01-08 14:43:25,,,,,,0
4968,1000572,100009,2018-01-08 13:06:01,,,,,,1
4969,1001201,100009,2018-01-08 14:47:20,,,,,,1
4970,1000337,100009,2018-01-08 14:52:31,,,,,,1
4971,1000605,100009,2018-01-08 13:43:05,,,,,,1
4972,1001973,100009,2018-01-08 17:28:54,,,,,,1
4973,1000459,100009,2018-01-08 12:54:08,,,,,,1
4974,1000706,100009,2018-01-08 15:06:15,,,,,,1
4975,1000108,100009,2018-01-08 16:28:17,,,,,,1
4976,1001940,100009,2018-01-08 15:25:17,,,,,,0
4977,1000748,100009,2018-01-08 14:39:07,,,,2018-01-08 17:54:10,,1
4978,1001866,100009,2018-01-08 16:22:17,,,,,,0
4979,1000558,100009,2018-01-08 14:29:12,,,,,,1
4980,1000431,100009,2018-01-08 14:32:03,,,,2018-01-08 17:31:21,,0
4981,1001816,100009,2018-01-08 12:55:22,,,,,,1
4982,1000615,100009,2018-01-08 14:09:14,,,,,,0
4983,1000444,100009,2018-01-08 16:28:23,,,,,,0
4984,1001667,100009,2018-01-08 15:19:03,,,,,,0
4985,1000990,100009,2018-01-08 13:10:37,,,,,,1
4986,1001227,100009,2018-01-08 14:57:12,,,2018-01-08 14:59:16,,"IE",0
4987,1000247,100009,2018-01-08 14:57:06,,,,,,0
4988,1001336,100009,2018-01-08 13:38:51,,,,,,1
4989,1001231,100009,2018-01-08 15:11:14,,,2018-01-08 15:12:17,,"Firefox",1
4990,1000199,100009,2018-01-08 15:07:01,,,,2018-01-08 15:47:37,,1
4991,1000538,100009,2018-01-08 14:44:06,,,,2018-01-08 17:19:23,,0
4992,1000874,100009,2018-01-08 13:44:20,,,,2018-01-08 17:42:29,,1
4993,1001371,100009,2018-01-08 17:01:38,,,,,,0
4994,1000781,100009,2018-01-08 15:02:24,,,,,,0
4995,1000223,100009,,,,,,,1
4996,1001709,100009,2018-01-08 14:16:40,,,,,,1
4997,1001791,100009,2018-01-08 16:33:25,,,,,,1
4998,1001083,100009,,,,,,,0
4999,1001798,100009,2018-01-08 12:01:40,,,,,,1
5000,1001735,100009,2018-01-08 13:32:04,,,,,,0
5001,1000741,100009,2018-01-08 14:24:39,,,,,,0
5002,1000163,100009,2018-01-08 14:40:18,,,,,,0
5003,1001077,100009,2018-01-08 15:53:11,,,2018-01-08 15:55:48,,"IE",0
5004,1000266,100009,2018-01-08 13:31:14,,,,,,0
5005,1001766,100009,2018-01-08 13:01:56,,,,,,1
5006,1001855,100009,2018-01-08 14:19:18,,,,,,0
5007,1001456,100009,2018-01-08 16:22:26,,,,,,1
5008,1001165,100009,2018-01-08 13:59:25,,,,,,0
5009,1001047,100009,2018-01-08 13:10:04,,,,,,0
5010,1000735,100009,2018-01-08 14:14:29,,,2018-01-08 14:15:44,,"Chrome",1
5011,1001499,100009,2018-01-08 14:33:12,,,,2018-01-08 16:01:39,,0
5012,1000457,100009,2018-01-08 15:11:55,,,,,,0
5013,1001359,100009,2018-01-08 14:08:01,,,,,,0
5014,1000026,100009,2018-01-08 14:07:58,,,,,,1
5015,1001683,100009,,,,,,,0
5016,1001895,100009,2018-01-08 14:03:01,,,,2018-01-08 14:04:41,,1
5017,1001929,100009,2018-01-08 14:58:24,,,,2018-01-08 19:22:12,,1
5018,1000408,100009,2018-01-08 16:09:56,,,2018-01-08 16:11:38,,"Chrome",0
5019,1000548,100009,2018-01-08 14:38:26,,,2018-01-08 14:39:39,,"IE",1
5020,1001450,100009,2018-01-08 14:42:52,,,,2018-01-08 17:00:22,,0
5021,1001415,100009,2018-01-08 12:05:31,,,,,,0
5022,1000478,100009,,,,,,,1
5023,1000898,100009,2018-01-08 14:20:20,,,,,,1
5024,1000963,100009,2018-01-08 16:55:15,,,,,,0
5025,1001511,100009,2018-01-08 15:29:56,,,,,,0
5026,1000039,100009,2018-01-08 13:25:24,,,,,,1
5027,1001509,100009,2018-01-08 15:09:32,,,,2018-01-08 16:51:54,,0
5028,1001113,100009,2018-01-08 15:53:27,,,,,,0
5029,1000235,100009,2018-01-08 15:20:07,,,,,,0
5030,1000359,100009,2018-01-08 13:03:40,,,,,,1
5031,1001221,100009,2018-01-08 15:59:33,,,,2018-01-08 18:00:39,,1
5032,1001059,100009,2018-01-08 17:41:42,,,,,,1
5033,1000607,100009,2018-01-08 15:25:31,,,,,,1
5034,1000637,100009,2018-01-08 15:49:36,,,,,,1
5035,1000638,100009,2018-01-08 14:20:22,,,,,,1
5036,1001486,100009,2018-01-08 15:36:05,,,,,,1
5037,1000053,100009,2018-01-08 16:48:39,,,,,,0
5038,1001119,100009,2018-01-08 14:28:56,,,,,,1
5039,1001930,100009,,,,,,,1
5040,1001088,100009,2018-01-08 14:41:25,,,,2018-01-08 16:37:49,,0
5041,1001347,100009,2018-01-08 15:16:38,,,,,,1
5042,1001669,100009,2018-01-08 14:41:20,,,,,,1
5043,1001588,100009,2018-01-08 15:19:02,,,,2018-01-08 18:30:14,,0
5044,1001128,100009,2018-01-08 15:39:48,,,,,,1
5045,1000041,100009,2018-01-08 12:48:45,,,,,,0
5046,1000618,100009,2018-01-08 14:23:51,,,,2018-01-08 16:31:29,,1
5047,1001529,100009,2018-01-08 14:17:32,,,2018-01-08 14:19:39,,"IE",1
5048,1000562,100009,2018-01-08 15:03:47,,,2018-01-08 15:05:52,,"Firefox",1
5049,1001018,100009,2018-01-08 15:39:14,,,,,,1
5050,1000547,100009,2018-01-08 15:23:24,,,,,,1
5051,1001488,100009,2018-01-08 14:08:49,,,,,,1
5052,1000098,100009,2018-01-08 12:43:39,,,,,,0
5053,1001168,100009,2018-01-08 14:16:54,,,,,,0
5054,1000008,100009,2018-01-08 12:01:40,,,,,,0
5055,1001263,100009,2018-01-08 12:01:40,,,2018-01-08 12:04:00,,"IE",1
5056,1000057,100009,2018-01-08 14:26:28,,,,2018-01-08 20:56:21,,0
5057,1000793,100009,2018-01-08 16:33:31,,,,,,1
5058,1001840,100009,2018-01-08 14:32:55,,,,2018-01-08 20:07:33,,0
5059,1001224,100009,2018-01-08 14:02:01,,,,,,0
5060,1001402,100009,2018-01-08 15:42:48,,,,,,0
5061,1000238,100009,2018-01-08 15:52:49,,,,,,0
5062,1000389,100009,2018-01-08 15:36:35,,,,,,0
5063,1000254,100009,2018-01-08 17:57:01,,,,2018-01-08 21:05:49,,0
5064,1001313,100009,2018-01-08 14:28:13,,,,2018-01-08 14:29:53,,1
5065,1001862,100009,,,,,,,0
5066,1000434,100009,2018-01-08 16:02:14,,,,2018-01-08 17:37:57,,0
5067,1001388,100009,2018-01-08 14:55:14,,,2018-01-08 14:57:17,,"Chrome",0
5068,1001986,100009,2018-01-08 12:19:42,,,,2018-01-08 17:23:28,,0
5069,1001147,100009,2018-01-08 12:33:18,,,,,,1
5070,1000056,100009,2018-01-08 14:46:30,,,,,,0
5071,1000564,100009,2018-01-08 14:57:36,,,,,,0
5072,1000415,100009,2018-01-08 14:12:55,,,,2018-01-08 18:14:27,,1
5073,1000475,100009,2018-01-08 14:55:08,,,,,,1
5074,1000129,100009,2018-01-08 13:20:22,,,,,,1
5075,1001071,100009,2018-01-08 14:26:36,,,,,,0
5076,1002000,100009,2018-01-08 14:47:48,,,,,,1
5077,1001612,100009,2018-01-08 14:25:38,,,,,,1
5078,1000443,100009,2018-01-08 13:45:36,,,,2018-01-08 16:03:11,,1
5079,1001941,100009,2018-01-08 16:21:19,,,,,,1
5080,1000410,100009,2018-01-08 17:45:13,,,,,,1
5081,1000867,100009,2018-01-08 16:01:33,,,,,,1
5082,1001549,100009,2018-01-08 14:39:43,,,,,,1
5083,1001756,100009,2018-01-08 15:05:29,,,,,,0
5084,1001736,100009,2018-01-08 12:01:40,,,,,,1
5085,1001482,100009,2018-01-08 15:42:25,,,,,,1
5086,1000962,100009,2018-01-08 13:30:33,,,,,,0
5087,1000195,100009,2018-01-08 12:19:13,,,,2018-01-08 13:31:08,,0
5088,1000365,100009,2018-01-08 16:50:59,,,,,,1
5089,1001272,100009,2018-01-08 15:36:03,,,,2018-01-08 16:42:01,,0
5090,1001284,100009,2018-01-08 13:39:18,,,,,,0
5091,1000058,100009,2018-01-08 15:03:40,,,,2018-01-08 18:36:29,,1
5092,1000194,100009,2018-01-08 14:25:58,,,,,,1
5093,1000892,100009,2018-01-08 14:03:57,,,,2018-01-08 14:05:37,,1
5094,1001825,100009,2018-01-08 16:57:40,,,,2018-01-08 19:09:38,,0
5095,1001433,100009,2018-01-08 15:38:42,,,,,,1
5096,1001898,100009,2018-01-08 13:42:53,,,,,,0
5097,1000159,100009,2018-01-08 15:55:57,,,,2018-01-08 16:59:32,,0
5098,1000925,100009,2018-01-08 14:19:09,,,,,,0
5099,1001192,100009,2018-01-08 14:30:29,,,,,,1
5100,1001164,100009,2018-01-08 14:07:21,,,,,,0
5101,1001532,100009,2018-01-08 14:20:46,,,,2018-01-08 16:33:28,,0
5102,1001586,100009,2018-01-08 13:41:39,,,,,,0
5103,1001914,100009,2018-01-08 14:32:13,,,,,,1
5104,1000211,100009,2018-01-08 14:43:53,,,,,,1
5105,1000917,100009,2018-01-08 12:54:51,,,,,,0
5106,1001728,100009,2018-01-08 14:55:31,,,,,,1
5107,1000623,100009,2018-01-08 15:40:16,,,,,,0
5108,1001309,100009,,,,,,,1
5109,1001583,100009,2018-01-08 14:01:20,,,,,,0
5110,1001737,100009,2018-01-08 13:04:53,,,,,,0
5111,1001158,100009,2018-01-08 12:01:40,,,,2018-01-08 14:34:12,,0
5112,1000413,100009,2018-01-08 12:15:12,,,,,,0
5113,1001473,100009,2018-01-08 12:01:40,,,,,,1
5114,1001845,100009,,,,,,,1
5115,1001035,100009,2018-01-08 14:01:52,,,2018-01-08 14:03:15,,"IE",1
5116,1000649,100009,2018-01-08 13:23:50,,,,,,1
5117,1001810,100009,2018-01-08 13:04:26,,,,,,1
5118,1001140,100009,2018-01-08 14:38:01,,,,,,1
5119,1000231,100009,,,,,,,1
5120,1001463,100009,2018-01-08 14:24:07,,,,,,1
5121,1001681,100009,2018-01-08 13:08:40,,,,,,0
5122,1000998,100009,2018-01-08 15:30:43,,,,,,1
5123,1000144,100009,2018-01-08 16:21:22,,,,2018-01-08 19:16:28,,0
5124,1000451,100009,2018-01-08 13:22:41,,,,,,1
5125,1001400,100009,2018-01-08 13:25:27,,,,2018-01-08 16:08:32,,1
5126,1001085,100009,2018-01-08 16:12:53,,,,,,0
5127,1001525,100009,2018-01-08 13:43:25,,,,,,1
5128,1000308,100009,2018-01-08 14:54:48,,,,,,1
5129,1001389,100009,2018-01-08 14:38:00,,,,,,1
5130,1001634,100009,2018-01-08 15:31:12,,,,,,0
5131,1000720,100009,2018-01-08 15:08:45,,,,,,0
5132,1001394,100009,2018-01-08 15:25:51,,,,,,1
5133,1000797,100009,2018-01-08 14:06:39,,,,2018-01-08 17:06:44,,0
5134,1000454,100009,2018-01-08 12:10:21,,,,,,1
5135,1000449,100009,2018-01-08 14:02:56,,,,,,0
5136,1001984,100009,2018-01-08 14:12:06,,,,2018-01-08 18:50:03,,1
5137,1000007,100009,2018-01-08 12:02:28,,,,,,1
5138,1001626,100009,2018-01-08 14:32:58,,,,,,0
5139,1000123,100009,2018-01-08 15:17:22,,,2018-01-08 15:19:27,,"IE",0
5140,1001232,100009,2018-01-08 14:57:44,,,,,,1
5141,1000655,100009,2018-01-08 14:45:40,,,2018-01-08 14:47:37,,"IE",1
5142,1001215,100009,2018-01-08 18:43:15,,,,,,1
5143,1001835,100009,2018-01-08 14:30:48,,,2018-01-08 14:33:07,,"IE",0
5144,1001264,100009,2018-01-08 12:01:40,,,,,,1
5145,1000201,100009,2018-01-08 14:05:37,,,,,,1
5146,1001167,100009,2018-01-08 15:54:44,,,,,,1
5147,1000629,100009,2018-01-08 14:30:56,,,,,,1
5148,1001996,100009,,,,,,,1
5149,1001966,100009,2018-01-08 16:03:07,,,,2018-01-08 18:36:51,,1
5150,1000920,100009,2018-01-08 14:30:48,,,,,,0
5151,1001912,100009,2018-01-08 12:11:01,,,,,,0
5152,1000503,100009,2018-01-08 15:03:05,,,,2018-01-08 18:31:14,,1
5153,1001198,100009,2018-01-08 14:16:59,,,,,,0
5154,1001716,100009,2018-01-08 14:33:29,,,,,,1
5155,1001663,100009,2018-01-08 16:13:54,,,,,,0
5156,1001823,100009,2018-01-08 14:35:50,,,2018-01-08 14:37:43,,"Chrome",1
5157,1001701,100009,2018-01-08 15:49:22,,,,,,1
5158,1000680,100009,2018-01-08 15:02:34,,,,,,0
5159,1000712,100009,2018-01-08 17:00:31,,,2018-01-08 17:02:15,,"Firefox",1
5160,1001765,100009,2018-01-08 15:46:30,,,,,,0
5161,1000631,100009,2018-01-08 15:39:49,,,,2018-01-08 15:54:30,,0
5162,1000711,100009,,,,,,"Chrome",1
5163,1001407,100009,2018-01-08 12:49:22,,,,,,1
5164,1000628,100009,2018-01-08 13:27:21,,,2018-01-08 13:28:57,,"Chrome",1
5165,1000404,100009,2018-01-08 13:22:03,,,,2018-01-08 17:33:57,,0
5166,1001098,100009,2018-01-08 14:56:18,,,,2018-01-08 19:22:18,,1
5167,1001470,100009,2018-01-08 13:48:26,,,,,,0
5168,1000490,100009,2018-01-08 12:56:36,,,,,,1
5169,1001406,100009,2018-01-08 15:08:12,,,2018-01-08 15:09:47,,"Other",0
5170,1000169,100009,2018-01-08 14:19:42,,,,,,1
5171,1000675,100009,2018-01-08 14:28:37,,,,,,0
5172,1001787,100009,2018-01-08 15:16:29,,,,,,1
5173,1001873,100009,,,,,,,0
5174,1000687,100009,,,,,,,1
5175,1001832,100009,2018-01-08 15:02:15,,,,,,1
5176,1001892,100009,2018-01-08 13:42:52,,,,,,1
5177,1001107,100009,2018-01-08 14:54:09,,,,,,1
5178,1001304,100009,2018-01-08 14:26:10,,,,,,0
5179,1001405,100009,2018-01-08 15:21:26,,,,,,1
5180,1001452,100009,2018-01-08 15:14:42,,,,,,0
5181,1000997,100009,2018-01-08 15:36:38,,,,,,1
5182,1001970,100009,2018-01-08 15:14:22,,,2018-01-08 15:16:21,,"Chrome",0
5183,1000273,100009,2018-01-08 15:40:04,,,,,,0
5184,1001212,100009,2018-01-08 15:29:37,,,,,,0
5185,1000405,100009,2018-01-08 15:25:16,,,,,,0
5186,1001519,100009,2018-01-08 15:03:02,,,,,,1
5187,1000462,100009,2018-01-08 13:45:14,,,,,,0
5188,1001429,100009,2018-01-08 15:57:10,,,,,,1
5189,1001954,100009,2018-01-08 14:14:07,,,,,,0
5190,1001893,100009,2018-01-08 17:03:30,,,,,,0
5191,1001919,100009,2018-01-08 13:34:49,,,,,,1
5192,1001072,100009,2018-01-08 14:30:31,,,,,,0
5193,1000186,100009,2018-01-08 13:39:32,,,,2018-01-08 20:24:10,,1
5194,1001353,100009,2018-01-08 14:41:24,,,,,,0
5195,1000264,100009,2018-01-08 14:37:51,,,,,,0
5196,1000729,100009,2018-01-08 15:02:46,,,,,,1
5197,1000203,100009,2018-01-08 13:32:29,,,,,,0
5198,1001998,100009,2018-01-08 12:35:17,,,,,,1
5199,1000209,100009,,,,,,,0
5200,1001848,100009,2018-01-08 14:59:13,,,2018-01-08 15:00:36,,"Chrome",1
5201,1000821,100009,2018-01-08 14:05:06,,,,,,0
5202,1001883,100009,2018-01-08 16:32:13,,,2018-01-08 16:33:33,,"Other",0
5203,1001344,100009,2018-01-08 13:37:32,,,,,,0
5204,1001585,100009,2018-01-08 14:43:23,,,2018-01-08 14:45:52,,"Other",1
5205,1001972,100009,2018-01-08 15:44:20,,,,,,1
5206,1000388,100009,2018-01-08 14:17:44,,,,,,1
5207,1000973,100009,2018-01-08 14:59:37,,,,,,1
5208,1000805,100009,2018-01-08 16:53:19,,,,,,1
5209,1000652,100009,2018-01-08 14:30:09,,,,2018-01-08 16:53:58,,0
5210,1001478,100009,2018-01-08 14:52:51,,,,,,0
5211,1000210,100009,2018-01-08 13:13:42,,,,,,1
5212,1000128,100009,2018-01-08 15:16:28,,,,2018-01-08 18:13:16,,0
5213,1001678,100009,2018-01-08 13:00:30,,,,,,0
5214,1001352,100009,2018-01-08 15:36:33,,,,,,1
5215,1001026,100009,2018-01-08 14:19:29,,,,2018-01-08 19:11:46,,0
5216,1001339,100009,2018-01-08 15:08:03,,,,,,0
5217,1001725,100009,2018-01-08 14:42:06,,,,,,0
5218,1001999,100009,2018-01-08 12:01:40,,,,,,1
5219,1000438,100009,2018-01-08 16:01:53,,,,,,0
5220,1001260,100009,2018-01-08 14:31:16,,,,,,1
5221,1000896,100009,2018-01-08 14:39:44,,,,,,0
5222,1000378,100009,2018-01-08 15:30:33,,,,,,1
5223,1000293,100009,2018-01-08 17:10:34,,,,,,1
