 ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
 1,0.000,0.000,0.001,0.001,string.py:15(<module>)
 1,0.000,0.000,0.000,0.000,string.py:173(Formatter)
 1,0.000,0.000,0.000,0.000,string.py:55(_TemplateMetaclass)
 1,0.000,0.000,0.001,0.001,string.py:65(__init__)
 1,0.000,0.000,0.000,0.000,string.py:77(Template)
 15,0.000,0.000,0.000,0.000,strings.py:1736(_noarg_wrapper)
 3,0.000,0.000,0.001,0.000,strings.py:1737(wrapper)
 4,0.000,0.000,0.000,0.000,strings.py:1750(_pat_wrapper)
 16,0.000,0.000,0.000,0.000,strings.py:1772(copy)
 16,0.000,0.000,0.000,0.000,strings.py:1775(do_copy)
 1,0.000,0.000,0.001,0.001,strings.py:1783(StringMethods)
 3,0.000,0.000,0.000,0.000,strings.py:1795(__init__)
 3,0.000,0.000,0.000,0.000,strings.py:1805(_validate)
 3,0.000,0.000,0.000,0.000,strings.py:1854(_wrap_result)
 1,0.000,0.000,0.002,0.002,strings.py:2(<module>)
 3,0.000,0.000,0.000,0.000,strings.py:57(_na_map)
 3,0.000,0.000,0.000,0.000,strings.py:62(_map)
 1,0.000,0.000,0.000,0.000,styles.py:12(Styles)
 1,0.000,0.000,0.000,0.000,styles.py:120(_write_style_sheet)
 1,0.000,0.000,0.000,0.000,styles.py:127(_write_num_fmts)
 1,0.000,0.000,0.000,0.000,styles.py:198(_write_fonts)
 2,0.000,0.000,0.000,0.000,styles.py:210(_write_font)
 1,0.000,0.000,0.000,0.000,styles.py:25(__init__)
 2,0.000,0.000,0.000,0.000,styles.py:305(_write_color)
 1,0.000,0.000,0.000,0.000,styles.py:311(_write_fills)
 2,0.000,0.000,0.000,0.000,styles.py:328(_write_default_fill)
 1,0.000,0.000,0.000,0.000,styles.py:393(_write_borders)
 2,0.000,0.000,0.000,0.000,styles.py:406(_write_border)
 10,0.000,0.000,0.000,0.000,styles.py:460(_write_sub_border)
 1,0.000,0.000,0.000,0.000,styles.py:497(_write_cell_style_xfs)
 1,0.000,0.000,0.000,0.000,styles.py:50(_assemble_xml_file)
 1,0.000,0.000,0.000,0.000,styles.py:514(_write_cell_xfs)
 1,0.000,0.000,0.000,0.000,styles.py:533(_write_style_xf)
 2,0.000,0.000,0.000,0.000,styles.py:561(_write_xf)
 1,0.000,0.000,0.000,0.000,styles.py:625(_write_cell_styles)
 1,0.000,0.000,0.000,0.000,styles.py:643(_write_cell_style)
 1,0.000,0.000,0.000,0.000,styles.py:653(_write_dxfs)
 1,0.000,0.000,0.000,0.000,styles.py:683(_write_table_styles)
 1,0.000,0.000,0.000,0.000,styles.py:697(_write_colors)
 1,0.000,0.000,0.000,0.000,styles.py:9(<module>)
 1,0.000,0.000,0.000,0.000,styles.py:95(_set_style_properties)
 1,0.000,0.000,0.000,0.000,subprocess.py:1154(_get_handles)
 1,0.000,0.000,0.002,0.002,subprocess.py:1208(_execute_child)
 1,0.000,0.000,0.000,0.000,subprocess.py:1348(_handle_exitstatus)
 1,0.000,0.000,0.000,0.000,subprocess.py:1366(_internal_poll)
 1,0.000,0.000,0.000,0.000,subprocess.py:1401(_try_wait)
 1,0.000,0.000,0.000,0.000,subprocess.py:1414(wait)
 1,0.000,0.000,0.000,0.000,subprocess.py:203(_cleanup)
 1,0.000,0.000,0.000,0.000,subprocess.py:339(CompletedProcess)
 1,0.000,0.000,0.004,0.004,subprocess.py:42(<module>)
 1,0.000,0.000,0.000,0.000,subprocess.py:542(Popen)
 1,0.000,0.000,0.000,0.000,subprocess.py:57(SubprocessError)
 1,0.000,0.000,0.002,0.002,subprocess.py:588(__init__)
 1,0.000,0.000,0.000,0.000,subprocess.py:60(CalledProcessError)
 1,0.000,0.000,0.000,0.000,subprocess.py:743(__enter__)
 1,0.000,0.000,0.000,0.000,subprocess.py:746(__exit__)
 1,0.000,0.000,0.000,0.000,subprocess.py:758(__del__)
 1,0.000,0.000,0.000,0.000,subprocess.py:773(_get_devnull)
 1,0.000,0.000,0.000,0.000,subprocess.py:97(TimeoutExpired)
 1,0.000,0.000,0.001,0.001,suite.py:1(<module>)
 1,0.000,0.000,0.000,0.000,suite.py:16(BaseTestSuite)
 1,0.000,0.000,0.000,0.000,suite.py:270(_ErrorHolder)
 1,0.000,0.000,0.000,0.000,suite.py:317(_DebugResult)
 1,0.000,0.000,0.000,0.000,suite.py:92(TestSuite)
 1,0.000,0.000,0.000,0.000,table.py:11(Table)
 1,0.000,0.000,0.000,0.000,table.py:8(<module>)
 1,0.000,0.000,0.001,0.001,table_schema.py:5(<module>)
 10,0.000,0.000,0.000,0.000,tempfile.py:118(_sanitize_params)
 1,0.000,0.000,0.000,0.000,tempfile.py:136(_RandomNameSequence)
 11,0.000,0.000,0.000,0.000,tempfile.py:146(rng)
 11,0.000,0.000,0.000,0.000,tempfile.py:157(__next__)
 11,0.000,0.000,0.000,0.000,tempfile.py:160(<listcomp>)
 1,0.000,0.000,0.000,0.000,tempfile.py:163(_candidate_tempdir_list)
 1,0.000,0.000,0.000,0.000,tempfile.py:190(_get_default_tempdir)
 10,0.000,0.000,0.000,0.000,tempfile.py:237(_get_candidate_names)
 1,0.000,0.000,0.012,0.012,tempfile.py:24(<module>)
 10,0.000,0.000,0.001,0.000,tempfile.py:251(_mkstemp_inner)
 10,0.000,0.000,0.000,0.000,tempfile.py:291(gettempdir)
 10,0.000,0.000,0.001,0.000,tempfile.py:307(mkstemp)
 1,0.000,0.000,0.000,0.000,tempfile.py:418(_TemporaryFileCloser)
 1,0.000,0.000,0.000,0.000,tempfile.py:461(_TemporaryFileWrapper)
 1,0.000,0.000,0.000,0.000,tempfile.py:631(SpooledTemporaryFile)
 1,0.000,0.000,0.000,0.000,tempfile.py:779(TemporaryDirectory)
 10,0.000,0.000,0.000,0.000,tempfile.py:97(_infer_return_type)
 1,0.000,0.000,0.000,0.000,terminal.py:13(<module>)
 6,0.000,0.000,0.000,0.000,terminal.py:24(get_terminal_size)
 1,0.000,0.000,0.000,0.000,terminal.py:51(is_terminal)
 1,0.000,0.000,0.001,0.001,testing.py:1(<module>)
 1,0.000,0.000,0.000,0.000,testing.py:2326(TestSubDict)
 1,0.000,0.000,0.000,0.000,testing.py:2332(optional_args)
 1,0.000,0.000,0.000,0.000,testing.py:2610(_AssertRaisesContextmanager)
 1,0.000,0.000,0.000,0.000,testing.py:2799(RNGContext)
 1,0.000,0.000,0.000,0.000,testing.py:2922(SubclassedSeries)
 1,0.000,0.000,0.000,0.000,testing.py:2934(SubclassedDataFrame)
 1,0.000,0.000,0.000,0.000,testing.py:2946(SubclassedSparseSeries)
 1,0.000,0.000,0.000,0.000,testing.py:2958(SubclassedSparseDataFrame)
 1,0.000,0.000,0.000,0.000,testing.py:2970(SubclassedCategorical)
 1,0.000,0.000,0.003,0.003,testing.py:5(<module>)
 1,0.000,0.000,0.000,0.000,testing.py:54(set_testing_mode)
 2,0.000,0.000,0.000,0.000,textwrap.py:115(__init__)
 2,0.000,0.000,0.000,0.000,textwrap.py:146(_munge_whitespace)
 2,0.000,0.000,0.000,0.000,textwrap.py:160(_split)
 2,0.000,0.000,0.000,0.000,textwrap.py:179(<listcomp>)
 2,0.000,0.000,0.000,0.000,textwrap.py:233(_wrap_chunks)
 2,0.000,0.000,0.000,0.000,textwrap.py:336(_split_chunks)
 2,0.000,0.000,0.000,0.000,textwrap.py:342(wrap)
 2,0.000,0.000,0.000,0.000,textwrap.py:356(fill)
 2,0.000,0.000,0.000,0.000,textwrap.py:381(fill)
 741,0.005,0.000,0.046,0.000,textwrap.py:414(dedent)
 1,0.000,0.000,0.000,0.000,theme.py:16(Theme)
 1,0.000,0.000,0.000,0.000,theme.py:29(__init__)
 1,0.000,0.000,0.000,0.000,theme.py:44(_assemble_xml_file)
 1,0.000,0.000,0.000,0.000,theme.py:50(_set_xml_writer)
 1,0.000,0.000,0.000,0.000,theme.py:65(_write_theme_file)
 1,0.000,0.000,0.000,0.000,theme.py:9(<module>)
 1,0.000,0.000,0.000,0.000,threading.py:1(<module>)
 1,0.000,0.000,0.000,0.000,threading.py:1158(Timer)
 1,0.000,0.000,0.000,0.000,threading.py:1188(_MainThread)
 1,0.000,0.000,0.000,0.000,threading.py:1190(__init__)
 1,0.000,0.000,0.000,0.000,threading.py:1207(_DummyThread)
 1,0.000,0.000,0.000,0.000,threading.py:203(Condition)
 1,0.000,0.000,0.000,0.000,threading.py:215(__init__)
 1,0.000,0.000,0.000,0.000,threading.py:239(__enter__)
 1,0.000,0.000,0.000,0.000,threading.py:242(__exit__)
 1,0.000,0.000,0.000,0.000,threading.py:254(_is_owned)
 1,0.000,0.000,0.000,0.000,threading.py:334(notify)
 1,0.000,0.000,0.000,0.000,threading.py:357(notify_all)
 1,0.000,0.000,0.000,0.000,threading.py:369(Semaphore)
 1,0.000,0.000,0.000,0.000,threading.py:449(BoundedSemaphore)
 1,0.000,0.000,0.000,0.000,threading.py:487(Event)
 1,0.000,0.000,0.000,0.000,threading.py:498(__init__)
 1,0.000,0.000,0.000,0.000,threading.py:512(set)
 1,0.000,0.000,0.000,0.000,threading.py:566(Barrier)
 1,0.000,0.000,0.000,0.000,threading.py:720(BrokenBarrierError)
 1,0.000,0.000,0.000,0.000,threading.py:738(Thread)
 5,0.000,0.000,0.000,0.000,threading.py:74(RLock)
 1,0.000,0.000,0.000,0.000,threading.py:757(__init__)
 1,0.000,0.000,0.000,0.000,threading.py:87(_RLock)
 1,0.000,0.000,0.000,0.000,threading.py:890(_set_ident)
 1,0.000,0.000,0.000,0.000,threading.py:893(_set_tstate_lock)
 1,0.000,0.000,0.000,0.000,threadlocal.py:14(<module>)
 1,0.000,0.000,0.000,0.000,threadlocal.py:22(TLConnection)
 1,0.000,0.000,0.000,0.000,threadlocal.py:41(TLEngine)
 1,0.000,0.000,0.000,0.000,ticker.py:1043(LogFormatterExponent)
 1,0.000,0.000,0.000,0.000,ticker.py:1059(LogFormatterMathtext)
 1,0.000,0.000,0.000,0.000,ticker.py:1124(LogFormatterSciNotation)
 1,0.000,0.000,0.000,0.000,ticker.py:1144(LogitFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:1169(EngFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:1283(PercentFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:1399(Locator)
 1,0.000,0.000,0.000,0.000,ticker.py:1498(IndexLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:1527(FixedLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:1571(NullLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:1591(LinearLocator)
 1,0.000,0.000,0.008,0.008,ticker.py:165(<module>)
 1,0.000,0.000,0.000,0.000,ticker.py:1669(Base)
 1,0.000,0.000,0.000,0.000,ticker.py:1711(MultipleLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:1767(_Edge_integer)
 1,0.000,0.000,0.000,0.000,ticker.py:1810(MaxNLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:205(_DummyAxis)
 1,0.000,0.000,0.000,0.000,ticker.py:2057(LogLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:2256(SymmetricalLogLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:231(TickHelper)
 1,0.000,0.000,0.000,0.000,ticker.py:2429(LogitLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:252(Formatter)
 1,0.000,0.000,0.000,0.000,ticker.py:2521(AutoLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:2541(AutoMinorLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:2604(OldAutoLocator)
 1,0.000,0.000,0.000,0.000,ticker.py:305(IndexFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:327(NullFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:338(FixedFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:371(FuncFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:391(FormatStrFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:410(StrMethodFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:431(OldScalarFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:481(ScalarFormatter)
 1,0.000,0.000,0.000,0.000,ticker.py:808(LogFormatter)
 1,0.000,0.000,0.000,0.000,tile.py:3(<module>)
 1,0.000,0.000,0.001,0.001,timedeltas.py:1(<module>)
 1,0.000,0.000,0.000,0.000,timedeltas.py:109(TimedeltaArray)
 4,0.000,0.000,0.000,0.000,timedeltas.py:154(_join_i8_wrapper)
 1,0.000,0.000,0.000,0.000,timedeltas.py:2(<module>)
 1,0.000,0.000,0.000,0.000,timedeltas.py:3(<module>)
 10,0.000,0.000,0.000,0.000,timedeltas.py:33(_make_wrapped_arith_op)
 1,0.000,0.000,0.000,0.000,timedeltas.py:45(TimedeltaDelegateMixin)
 4,0.000,0.000,0.000,0.000,timedeltas.py:45(_field_accessor)
 6,0.000,0.000,0.000,0.000,timedeltas.py:60(_td_array_cmp)
 1,0.000,0.000,0.000,0.000,timedeltas.py:65(TimedeltaIndex)
 1,0.000,0.000,0.000,0.000,timeit.py:51(<module>)
 1,0.000,0.000,0.000,0.000,timeit.py:84(Timer)
 1,0.000,0.000,0.000,0.000,timemachine.py:10(<module>)
 105,0.000,0.000,0.000,0.000,timemachine.py:19(<lambda>)
 116,0.000,0.000,0.000,0.000,timemachine.py:32(<lambda>)
 1,0.000,0.000,0.000,0.000,token.py:1(<module>)
 1,0.000,0.000,0.000,0.000,token.py:74(<dictcomp>)
 20,0.000,0.000,0.000,0.000,tokenize.py:112(group)
 1,0.000,0.000,0.000,0.000,tokenize.py:113(any)
 2,0.000,0.000,0.000,0.000,tokenize.py:114(maybe)
 3,0.000,0.000,0.000,0.000,tokenize.py:137(_all_string_prefixes)
 24,0.000,0.000,0.000,0.000,tokenize.py:148(<listcomp>)
 1,0.000,0.000,0.006,0.006,tokenize.py:21(<module>)
 1,0.000,0.000,0.000,0.000,tokenize.py:217(TokenError)
 1,0.000,0.000,0.000,0.000,tokenize.py:219(StopTokenizing)
 1,0.000,0.000,0.000,0.000,tokenize.py:222(Untokenizer)
 1,0.000,0.000,0.000,0.000,tokenize.py:344(_get_normal_name)
 1,0.000,0.000,0.000,0.000,tokenize.py:355(detect_encoding)
 1,0.000,0.000,0.000,0.000,tokenize.py:379(read_or_stop)
 1,0.000,0.000,0.000,0.000,tokenize.py:385(find_cookie)
 1,0.000,0.000,0.000,0.000,tokenize.py:448(open)
 1,0.000,0.000,0.000,0.000,tokenize.py:99(TokenInfo)
 1,0.000,0.000,0.000,0.000,topological.py:8(<module>)
 1,0.000,0.000,0.007,0.007,traceback.py:1(<module>)
 23,0.000,0.000,0.002,0.000,traceback.py:200(extract_stack)
 1,0.000,0.000,0.000,0.000,traceback.py:227(FrameSummary)
 69,0.000,0.000,0.000,0.000,traceback.py:243(__init__)
 23,0.000,0.000,0.000,0.000,traceback.py:273(__getitem__)
 92,0.000,0.000,0.001,0.000,traceback.py:283(line)
 92,0.000,0.000,0.000,0.000,traceback.py:290(walk_stack)
 1,0.000,0.000,0.000,0.000,traceback.py:316(StackSummary)
 23,0.000,0.000,0.001,0.000,traceback.py:319(extract)
 1,0.000,0.000,0.000,0.000,traceback.py:438(TracebackException)
 1,0.000,0.000,0.000,0.000,transforms.py:1019(TransformedBbox)
 1,0.000,0.000,0.000,0.000,transforms.py:1095(LockableBbox)
 1,0.000,0.000,0.000,0.000,transforms.py:1224(Transform)
 1,0.000,0.000,0.000,0.000,transforms.py:1621(TransformWrapper)
 1,0.000,0.000,0.000,0.000,transforms.py:1718(AffineBase)
 1,0.000,0.000,0.000,0.000,transforms.py:1777(Affine2DBase)
 1,0.000,0.000,0.000,0.000,transforms.py:1865(Affine2D)
 1,0.000,0.000,0.000,0.000,transforms.py:2084(IdentityTransform)
 1,0.000,0.000,0.000,0.000,transforms.py:2131(BlendedGenericTransform)
 1,0.000,0.000,0.000,0.000,transforms.py:2253(BlendedAffine2D)
 1,0.000,0.000,0.000,0.000,transforms.py:2344(CompositeGenericTransform)
 1,0.000,0.000,0.000,0.000,transforms.py:244(BboxBase)
 1,0.000,0.000,0.000,0.000,transforms.py:2474(CompositeAffine2D)
 1,0.000,0.000,0.000,0.000,transforms.py:2563(BboxTransform)
 1,0.000,0.000,0.000,0.000,transforms.py:2611(BboxTransformTo)
 1,0.000,0.000,0.000,0.000,transforms.py:2654(BboxTransformToMaxOnly)
 1,0.000,0.000,0.000,0.000,transforms.py:2675(BboxTransformFrom)
 1,0.000,0.000,0.000,0.000,transforms.py:2715(ScaledTranslation)
 1,0.000,0.000,0.000,0.000,transforms.py:2747(TransformedPath)
 1,0.000,0.000,0.000,0.000,transforms.py:2821(TransformedPatchPath)
 1,0.000,0.000,0.005,0.005,transforms.py:30(<module>)
 1,0.000,0.000,0.000,0.000,transforms.py:55(TransformNode)
 1,0.000,0.000,0.000,0.000,transforms.py:752(Bbox)
 1,0.000,0.000,0.000,0.000,twodim_base.py:140(eye)
 1,0.000,0.000,0.000,0.000,twodim_base.py:3(<module>)
 1,0.000,0.000,0.003,0.003,type_api.py:10(<module>)
 1,0.000,0.000,0.000,0.000,type_api.py:1311(Variant)
 1,0.000,0.000,0.000,0.000,type_api.py:1396(to_instance)
 1,0.000,0.000,0.002,0.002,type_api.py:30(TypeEngine)
 1,0.000,0.000,0.002,0.002,type_api.py:48(Comparator)
 1,0.000,0.000,0.000,0.000,type_api.py:599(VisitableCheckKWArg)
 1,0.000,0.000,0.000,0.000,type_api.py:603(UserDefinedType)
 1,0.000,0.000,0.000,0.000,type_api.py:654(Comparator)
 1,0.000,0.000,0.000,0.000,type_api.py:687(Emulated)
 1,0.000,0.000,0.000,0.000,type_api.py:734(NativeForEmulated)
 1,0.000,0.000,0.000,0.000,type_api.py:754(TypeDecorator)
 1,0.000,0.000,0.000,0.000,type_api.py:857(__init__)
 1,0.000,0.000,0.000,0.000,type_api.py:901(Comparator)
 1,0.000,0.000,0.109,0.109,type_check.py:3(<module>)
 1,0.000,0.000,0.000,0.000,types.py:10(<module>)
 215,0.000,0.000,0.000,0.000,types.py:135(__get__)
 1,0.001,0.001,0.014,0.014,typing.py:1(<module>)
 504,0.000,0.000,0.000,0.000,typing.py:1019(_abc_negative_cache)
 101,0.000,0.000,0.000,0.000,typing.py:1025(_abc_negative_cache)
 330,0.000,0.000,0.000,0.000,typing.py:1033(_abc_negative_cache_version)
 101,0.000,0.000,0.000,0.000,typing.py:1039(_abc_negative_cache_version)
 53,0.000,0.000,0.000,0.000,typing.py:1047(_get_type_vars)
 36/34,0.000,0.000,0.000,0.000,typing.py:1083(_subs_tree)
 775,0.000,0.000,0.000,0.000,typing.py:1089(__eq__)
 90,0.000,0.000,0.000,0.000,typing.py:1096(__hash__)
 34,0.000,0.000,0.005,0.000,typing.py:1099(__getitem__)
 76,0.000,0.000,0.000,0.000,typing.py:1107(<genexpr>)
 16,0.000,0.000,0.000,0.000,typing.py:1110(<genexpr>)
 758/235,0.001,0.000,0.008,0.000,typing.py:1145(__subclasscheck__)
1099/1019,0.001,0.000,0.002,0.000,typing.py:1164(__setattr__)
 1,0.000,0.000,0.000,0.000,typing.py:118(TypingMeta)
 1,0.000,0.000,0.000,0.000,typing.py:1204(Generic)
 1,0.000,0.000,0.000,0.000,typing.py:1234(_TypingEmpty)
 1,0.000,0.000,0.000,0.000,typing.py:1241(_TypingEllipsis)
 1,0.000,0.000,0.000,0.000,typing.py:1245(TupleMeta)
 1,0.000,0.000,0.000,0.000,typing.py:1248(__getitem__)
 3,0.000,0.000,0.000,0.000,typing.py:1263(<genexpr>)
 1,0.000,0.000,0.000,0.000,typing.py:1279(Tuple)
 1,0.000,0.000,0.000,0.000,typing.py:1298(CallableMeta)
 90,0.000,0.000,0.008,0.000,typing.py:133(__new__)
 1,0.000,0.000,0.000,0.000,typing.py:1355(Callable)
 1,0.000,0.000,0.000,0.000,typing.py:1375(_ClassVar)
 90,0.000,0.000,0.000,0.000,typing.py:139(__init__)
 1,0.000,0.000,0.000,0.000,typing.py:1394(__init__)
 1,0.000,0.000,0.000,0.000,typing.py:160(_TypingBase)
 1,0.000,0.000,0.000,0.000,typing.py:1630(_ProtocolMeta)
 15,0.000,0.000,0.000,0.000,typing.py:165(__init__)
 18,0.000,0.000,0.000,0.000,typing.py:168(__new__)
 1,0.000,0.000,0.000,0.000,typing.py:1698(_Protocol)
 1,0.000,0.000,0.000,0.000,typing.py:1718(Awaitable)
 1,0.000,0.000,0.000,0.000,typing.py:1725(Coroutine)
 1,0.000,0.000,0.000,0.000,typing.py:1734(AsyncIterable)
 1,0.000,0.000,0.000,0.000,typing.py:1737(AsyncIterator)
 1,0.000,0.000,0.000,0.000,typing.py:1745(Iterable)
 1,0.000,0.000,0.000,0.000,typing.py:1749(Iterator)
 1,0.000,0.000,0.000,0.000,typing.py:1753(SupportsInt)
 1,0.000,0.000,0.000,0.000,typing.py:1761(SupportsFloat)
 1,0.000,0.000,0.000,0.000,typing.py:1769(SupportsComplex)
 1,0.000,0.000,0.000,0.000,typing.py:1777(SupportsBytes)
 1,0.000,0.000,0.000,0.000,typing.py:1785(SupportsAbs)
 1,0.000,0.000,0.000,0.000,typing.py:1793(SupportsRound)
 1,0.000,0.000,0.000,0.000,typing.py:1802(Reversible)
 1,0.000,0.000,0.000,0.000,typing.py:1816(Container)
 1,0.000,0.000,0.000,0.000,typing.py:1821(Collection)
 1,0.000,0.000,0.000,0.000,typing.py:1831(AbstractSet)
 1,0.000,0.000,0.000,0.000,typing.py:1840(MutableSet)
 1,0.000,0.000,0.000,0.000,typing.py:1846(Mapping)
 1,0.000,0.000,0.000,0.000,typing.py:1855(MutableMapping)
 1,0.000,0.000,0.000,0.000,typing.py:1861(Sequence)
 1,0.000,0.000,0.000,0.000,typing.py:1874(MutableSequence)
 1,0.000,0.000,0.000,0.000,typing.py:1878(ByteString)
 1,0.000,0.000,0.000,0.000,typing.py:1882(List)
 1,0.000,0.000,0.000,0.000,typing.py:1893(Deque)
 1,0.000,0.000,0.000,0.000,typing.py:1903(Set)
 1,0.000,0.000,0.000,0.000,typing.py:1914(FrozenSet)
 1,0.000,0.000,0.000,0.000,typing.py:1924(MappingView)
 1,0.000,0.000,0.000,0.000,typing.py:1928(KeysView)
 1,0.000,0.000,0.000,0.000,typing.py:1933(ItemsView)
 1,0.000,0.000,0.000,0.000,typing.py:1940(ValuesView)
 1,0.000,0.000,0.000,0.000,typing.py:1945(ContextManager)
 1,0.000,0.000,0.000,0.000,typing.py:197(_FinalTypingBase)
 1,0.000,0.000,0.000,0.000,typing.py:2004(Dict)
 1,0.000,0.000,0.000,0.000,typing.py:2015(DefaultDict)
 1,0.000,0.000,0.000,0.000,typing.py:2026(Counter)
 1,0.000,0.000,0.000,0.000,typing.py:2040(ChainMap)
 7,0.000,0.000,0.000,0.000,typing.py:206(__new__)
 1,0.000,0.000,0.000,0.000,typing.py:2060(Generator)
 1,0.000,0.000,0.000,0.000,typing.py:2072(AsyncGenerator)
 1,0.000,0.000,0.000,0.000,typing.py:2084(Type)
 1,0.000,0.000,0.000,0.000,typing.py:2135(NamedTupleMeta)
 1,0.000,0.000,0.000,0.000,typing.py:2137(__new__)
 1,0.000,0.000,0.000,0.000,typing.py:216(_ForwardRef)
 1,0.000,0.000,0.000,0.000,typing.py:2169(NamedTuple)
 1,0.000,0.000,0.000,0.000,typing.py:2244(IO)
 1,0.000,0.000,0.000,0.000,typing.py:2340(BinaryIO)
 1,0.000,0.000,0.000,0.000,typing.py:2354(TextIO)
 1,0.000,0.000,0.000,0.000,typing.py:2384(io)
 1,0.000,0.000,0.000,0.000,typing.py:2403(re)
 1,0.000,0.000,0.000,0.000,typing.py:269(_TypeAlias)
 2,0.000,0.000,0.000,0.000,typing.py:280(__init__)
 121/75,0.000,0.000,0.000,0.000,typing.py:336(_get_type_vars)
 75,0.000,0.000,0.000,0.000,typing.py:342(_type_vars)
 52,0.000,0.000,0.000,0.000,typing.py:354(_type_check)
 1,0.000,0.000,0.000,0.000,typing.py:404(_Any)
 1,0.000,0.000,0.000,0.000,typing.py:428(_NoReturn)
 1,0.000,0.000,0.000,0.000,typing.py:453(TypeVar)
 9,0.000,0.000,0.000,0.000,typing.py:498(__init__)
 11,0.000,0.000,0.000,0.000,typing.py:512(<genexpr>)
 86,0.000,0.000,0.000,0.000,typing.py:518(_get_type_vars)
 50/46,0.000,0.000,0.000,0.000,typing.py:553(_replace_arg)
 38/36,0.000,0.000,0.000,0.000,typing.py:580(_subs_tree)
 4,0.000,0.000,0.000,0.000,typing.py:613(_remove_dups_flatten)
 16,0.000,0.000,0.000,0.000,typing.py:646(<genexpr>)
 12,0.000,0.000,0.000,0.000,typing.py:651(<genexpr>)
 26,0.000,0.000,0.000,0.000,typing.py:654(_check_generic)
 5,0.000,0.000,0.000,0.000,typing.py:668(_tp_cache)
 55/53,0.000,0.000,0.005,0.000,typing.py:676(inner)
 1,0.000,0.000,0.000,0.000,typing.py:686(_Union)
 3,0.000,0.000,0.000,0.000,typing.py:732(__new__)
 2,0.000,0.000,0.000,0.000,typing.py:790(__getitem__)
 6,0.000,0.000,0.000,0.000,typing.py:800(<genexpr>)
 2,0.000,0.000,0.000,0.000,typing.py:805(_subs_tree)
 4,0.000,0.000,0.000,0.000,typing.py:822(__hash__)
 1,0.000,0.000,0.000,0.000,typing.py:835(_Optional)
 1,0.000,0.000,0.000,0.000,typing.py:843(__getitem__)
 80,0.000,0.000,0.000,0.000,typing.py:852(_next_in_mro)
 59,0.000,0.000,0.000,0.000,typing.py:866(_make_subclasshook)
 133/126,0.000,0.000,0.002,0.000,typing.py:875(__extrahook__)
 62,0.000,0.000,0.000,0.000,typing.py:889(__extrahook__)
 34,0.000,0.000,0.000,0.000,typing.py:896(_no_slots_copy)
 1,0.000,0.000,0.000,0.000,typing.py:907(GenericMeta)
 80,0.001,0.000,0.011,0.000,typing.py:922(__new__)
 74,0.000,0.000,0.000,0.000,typing.py:931(<genexpr>)
 267,0.000,0.000,0.000,0.000,typing.py:971(<genexpr>)
 197,0.000,0.000,0.000,0.000,typing.py:974(<genexpr>)
 211,0.000,0.000,0.000,0.000,typing.py:975(<genexpr>)
 76,0.000,0.000,0.000,0.000,typing.py:984(<genexpr>)
 1,0.000,0.000,0.000,0.000,tz.py:1030(tzstr)
 1,0.000,0.000,0.000,0.000,tz.py:1150(_tzicalvtzcomp)
 1,0.000,0.000,0.000,0.000,tz.py:1161(_tzicalvtz)
 1,0.000,0.000,0.000,0.000,tz.py:1247(tzical)
 1,0.000,0.000,0.000,0.000,tz.py:126(tzoffset)
 1,0.000,0.000,0.000,0.000,tz.py:1464(__get_gettz)
 1,0.000,0.000,0.000,0.000,tz.py:1469(GettzFunc)
 1,0.000,0.000,0.000,0.000,tz.py:1539(__init__)
 1,0.000,0.000,0.000,0.000,tz.py:1822(_nullcontext)
 1,0.000,0.000,0.000,0.000,tz.py:195(tzlocal)
 1,0.000,0.000,0.000,0.000,tz.py:322(_ttinfo)
 1,0.000,0.000,0.000,0.000,tz.py:367(_tzfile)
 1,0.000,0.000,0.000,0.000,tz.py:380(tzfile)
 1,0.000,0.000,0.000,0.000,tz.py:41(tzutc)
 1,0.000,0.000,0.000,0.000,tz.py:868(tzrange)
 1,0.000,0.000,0.002,0.002,tz.py:9(<module>)
 1,0.000,0.000,0.000,0.000,tzfile.py:13(_byte_string)
 1,0.000,0.000,0.000,0.000,tzfile.py:4(<module>)
 1,0.000,0.000,0.000,0.000,tzinfo.py:1(<module>)
 1,0.000,0.000,0.000,0.000,tzinfo.py:156(DstTzInfo)
 1,0.000,0.000,0.000,0.000,tzinfo.py:18(memorized_timedelta)
